CGPA,Programming Skill (1-10),Math Skill (1-10),Problem Solving (1-10),Communication Skill (1-10),Cybersecurity Knowledge (1-10),Database Knowledge (1-10),AI/ML Knowledge (1-10),Networking Skill (1-10),Creativity (1-10),Leadership (1-10),Mobile Dev Skill (1-10),Cloud Computing Skill (1-10),Blockchain Knowledge (1-10),Robotics Skill (1-10),System Design (1-10),Design Skill (1-10),Preferred Interest,Suggested Career
10.0,10,3,3,10,4,6,3,5,2,1,6,3,3,7,6,1,Analytics,Software Engineer
6.26,5,10,5,7,2,6,8,6,1,9,10,4,7,3,4,10,Systems,Software Engineer
9.27,1,7,10,5,1,7,7,1,2,6,7,3,10,5,2,4,Networking,Software Engineer
7.28,5,2,7,7,1,9,3,1,2,6,1,10,3,8,6,9,Management,Database Administrator
8.18,7,8,8,1,8,8,3,2,3,1,2,1,5,6,5,6,Networking,Data Analyst
6.59,5,5,9,2,7,8,10,10,10,5,5,6,8,2,9,4,Coding,Network Engineer
9.47,1,5,6,4,1,6,6,3,3,5,1,6,8,8,6,1,Research,Software Engineer
9.82,1,3,3,4,5,8,7,10,1,8,3,7,10,1,7,5,Coding,Cloud Engineer
8.08,7,1,7,1,10,1,4,8,7,1,3,1,6,10,3,2,Coding,Cybersecurity Specialist
8.56,5,2,5,7,7,7,2,8,1,6,6,7,9,10,9,10,Networking,Cloud Engineer
7.98,10,5,6,1,7,9,7,10,1,4,9,5,8,3,1,2,Management,Web Developer
9.43,9,3,10,6,9,7,2,5,1,2,6,3,10,2,10,8,Management,Web Developer
7.18,10,7,9,1,10,5,2,6,6,2,7,7,5,6,5,6,Design,Mobile App Developer
6.34,2,7,10,7,5,3,10,7,9,1,4,2,10,8,4,10,Networking,UI/UX Designer
8.48,5,1,10,1,5,4,7,6,3,8,2,4,6,2,4,10,Management,Software Engineer
8.34,3,1,9,5,3,7,5,9,3,7,9,1,10,3,4,9,Analytics,Software Engineer
9.01,1,8,7,10,3,2,8,10,10,6,2,6,4,9,7,8,Systems,Data Analyst
6.27,5,10,5,4,9,5,8,9,5,8,6,3,9,2,4,3,Systems,Cybersecurity Specialist
8.94,10,3,8,3,5,3,1,2,9,4,6,6,6,9,2,2,Analytics,Game Developer
9.65,2,2,1,4,10,1,3,6,8,4,6,5,1,9,6,7,Research,Software Engineer
7.42,3,8,5,1,8,9,6,1,2,5,6,6,9,5,8,9,Coding,Software Engineer
9.0,2,5,3,2,6,6,2,3,5,9,8,6,7,10,8,9,Design,Software Engineer
6.38,7,2,7,5,4,3,6,5,3,10,4,6,6,2,2,3,Networking,Software Engineer
9.02,5,7,10,8,1,1,1,4,9,2,10,8,3,3,5,7,Design,Software Engineer
8.99,7,5,9,5,1,1,10,10,9,8,4,7,10,7,3,7,Analytics,Cloud Engineer
8.45,9,3,9,3,10,2,8,2,6,2,1,9,8,6,2,3,Systems,Blockchain Developer
8.56,1,2,10,1,4,7,7,9,5,5,2,1,6,7,7,6,Analytics,Network Engineer
8.55,10,8,5,5,8,5,10,1,1,5,6,1,1,1,1,9,Systems,AI/ML Engineer
6.5,1,4,6,9,3,4,8,9,9,4,9,3,5,5,9,10,Coding,Network Engineer
7.51,1,8,6,6,5,4,2,7,10,7,8,10,5,2,7,1,Systems,Software Engineer
8.52,7,6,4,9,2,5,6,10,8,6,2,8,8,10,5,5,Management,Cloud Engineer
9.37,5,6,1,5,3,10,8,10,8,2,9,2,1,5,3,6,Research,IoT Engineer
9.9,6,10,5,3,10,10,5,6,1,2,8,8,7,10,6,10,Networking,Software Engineer
6.68,8,6,2,9,1,2,10,7,8,9,8,5,10,1,5,1,Management,Mobile App Developer
9.44,10,9,6,2,5,5,2,5,9,2,7,1,1,10,4,7,Research,Mobile App Developer
8.87,5,4,2,6,5,8,7,5,10,10,8,4,9,3,10,8,Research,UI/UX Designer
8.53,7,8,3,10,7,9,7,4,1,4,3,4,3,10,8,10,Design,Robotics Engineer
8.3,3,5,7,3,2,6,1,4,4,2,4,6,5,8,2,10,Management,Software Engineer
7.17,3,1,8,9,3,6,2,1,8,3,7,5,6,5,6,3,Networking,Software Engineer
6.86,7,8,2,6,5,2,3,10,7,6,9,3,1,6,2,1,Research,Software Engineer
7.97,6,3,8,1,9,2,6,4,6,3,1,3,1,2,5,3,Research,Software Engineer
7.86,5,3,10,3,5,2,9,9,3,3,1,6,8,2,6,10,Analytics,Software Engineer
8.41,8,5,5,10,5,10,10,10,8,1,8,1,6,7,7,5,Networking,Web Developer
6.34,2,6,3,9,2,9,2,10,3,9,8,8,6,1,9,1,Design,Cloud Engineer
6.2,1,5,10,9,9,7,5,10,2,3,4,7,6,9,5,9,Systems,Cybersecurity Specialist
7.05,6,4,7,9,3,7,4,6,10,6,3,2,5,9,1,7,Systems,Software Engineer
8.46,10,8,7,10,7,1,4,2,9,4,4,10,10,3,6,8,Networking,Data Analyst
9.55,3,1,10,2,2,7,4,5,7,10,3,3,1,7,2,2,Design,Software Engineer
8.05,4,4,9,8,5,7,2,5,4,3,6,2,4,1,10,10,Networking,Software Engineer
7.89,7,1,8,9,4,7,7,7,8,4,7,10,2,5,7,3,Management,Software Engineer
6.49,9,8,6,4,4,6,4,7,2,5,8,6,6,3,3,3,Design,Mobile App Developer
8.8,10,9,2,7,10,9,6,2,8,2,3,5,4,9,10,9,Design,Web Developer
7.07,4,10,5,10,1,10,6,10,7,4,6,7,4,10,1,10,Systems,Cloud Engineer
6.28,8,5,10,7,1,2,2,7,3,8,4,4,9,9,5,4,Networking,Blockchain Developer
7.25,10,10,2,8,8,5,7,3,10,3,8,6,4,5,7,10,Networking,Mobile App Developer
9.7,9,1,10,6,9,3,8,6,10,8,3,8,3,4,9,6,Networking,Game Developer
8.55,6,3,7,4,7,9,10,10,6,8,6,10,5,9,10,4,Management,Cloud Engineer
6.48,10,4,2,6,6,1,2,9,6,5,4,3,1,9,1,8,Design,Robotics Engineer
7.37,5,2,7,6,2,1,8,1,4,1,5,6,9,10,4,6,Management,Software Engineer
9.42,1,3,7,3,8,7,3,8,3,1,8,2,7,10,1,9,Research,Software Engineer
8.81,8,9,7,7,10,7,9,8,9,6,3,4,10,4,2,4,Coding,Web Developer
6.22,4,9,5,4,7,3,9,9,6,3,1,6,1,9,2,3,Design,Software Engineer
6.25,5,1,9,2,2,8,8,9,6,2,9,6,8,10,10,3,Design,Network Engineer
7.06,2,9,7,2,4,6,2,8,3,5,3,6,4,4,5,9,Analytics,Data Analyst
7.04,9,1,5,6,8,7,5,2,6,3,7,1,4,2,5,8,Coding,Web Developer
8.18,9,9,3,9,6,8,1,7,9,4,10,6,10,7,10,5,Coding,Web Developer
6.85,6,1,8,3,4,3,2,4,9,2,8,3,1,9,4,7,Coding,Software Engineer
6.92,7,10,10,9,2,1,2,1,8,3,9,1,2,10,10,8,Systems,Data Analyst
8.39,10,7,10,9,4,7,10,2,2,10,7,3,2,1,3,2,Coding,Web Developer
9.57,10,10,10,1,9,1,8,6,7,7,6,6,10,9,1,4,Management,Data Scientist
6.35,8,10,3,2,9,2,10,6,4,9,6,3,3,3,9,5,Systems,AI/ML Engineer
7.72,9,6,1,4,6,3,5,8,6,1,3,2,7,8,1,4,Networking,Robotics Engineer
9.21,5,9,4,1,4,4,8,2,7,6,6,4,1,1,1,8,Management,Software Engineer
8.12,3,6,3,5,1,6,1,9,1,10,7,8,3,9,10,5,Management,Cloud Engineer
9.41,4,6,8,6,3,9,6,3,2,8,10,1,1,8,4,8,Management,Database Administrator
7.45,6,10,10,9,6,5,4,2,5,6,8,5,4,7,1,3,Networking,Data Analyst
7.94,9,1,7,5,5,5,9,7,4,4,6,9,2,6,5,7,Research,AI/ML Engineer
6.85,9,3,2,2,7,5,10,5,2,4,10,9,10,1,3,4,Analytics,Mobile App Developer
9.79,4,3,2,1,7,3,8,3,3,10,3,4,3,1,8,4,Coding,Software Engineer
7.64,3,4,6,5,3,8,9,8,5,10,7,1,2,3,2,9,Networking,Software Engineer
6.48,8,6,8,8,7,5,1,7,7,7,5,7,9,6,5,2,Research,Blockchain Developer
8.07,9,6,5,10,10,2,1,5,7,7,4,1,7,6,6,4,Coding,Software Engineer
8.49,7,3,7,10,7,9,5,10,5,7,9,9,2,8,4,7,Research,Cloud Engineer
8.68,6,8,10,8,10,4,9,10,3,9,8,4,3,3,7,1,Design,Data Scientist
9.35,6,3,1,9,2,8,3,3,10,7,4,7,1,5,2,7,Management,Software Engineer
8.53,5,5,8,3,7,10,7,2,5,8,5,9,3,7,10,3,Design,Database Administrator
7.12,9,9,4,2,9,5,8,6,8,7,3,2,9,4,9,4,Analytics,Game Developer
6.44,8,1,4,9,8,7,6,10,1,4,8,7,10,3,8,2,Analytics,Web Developer
6.42,8,9,2,4,2,1,8,1,9,9,2,10,4,3,9,8,Management,UI/UX Designer
6.26,5,6,5,9,1,1,4,1,10,5,9,1,4,1,4,2,Design,Software Engineer
6.25,2,8,10,10,7,9,2,6,10,3,10,4,2,10,4,5,Research,Data Analyst
7.44,8,4,1,7,7,6,8,4,1,9,10,5,9,5,9,7,Management,Mobile App Developer
7.78,10,3,6,2,9,2,1,3,7,6,9,3,1,10,4,8,Coding,Mobile App Developer
7.81,5,10,5,2,5,6,1,1,8,3,1,5,4,10,8,2,Networking,Software Engineer
9.97,3,9,2,8,7,8,6,6,8,3,9,7,4,8,10,7,Research,Software Engineer
6.47,4,7,10,9,9,8,3,1,1,3,2,3,3,9,6,7,Analytics,Software Engineer
7.46,10,9,8,3,3,3,1,10,1,4,10,2,3,4,1,5,Networking,Mobile App Developer
7.9,7,4,4,2,9,4,10,2,2,7,5,1,10,9,9,1,Management,Blockchain Developer
9.23,7,8,2,5,8,3,5,6,10,5,10,5,7,9,3,4,Analytics,Robotics Engineer
8.5,5,4,3,8,6,4,5,4,10,7,7,1,3,3,7,4,Management,Software Engineer
7.27,6,1,7,6,7,5,9,2,1,4,8,6,2,7,8,7,Coding,Software Engineer
7.0,6,1,1,2,5,2,7,4,2,5,5,10,6,4,9,10,Design,Software Engineer
6.92,8,9,4,3,4,3,9,5,1,7,7,3,1,1,6,1,Systems,Mobile App Developer
9.3,2,8,8,10,7,4,10,3,2,6,8,7,9,6,10,7,Design,Data Scientist
9.17,10,10,7,2,5,4,6,7,8,5,5,10,3,1,2,10,Networking,Data Analyst
9.99,7,5,3,5,3,6,2,5,8,7,10,5,7,8,5,2,Networking,Robotics Engineer
7.41,6,3,5,7,2,7,3,7,2,10,7,10,8,1,5,10,Coding,Software Engineer
6.47,10,8,2,9,10,8,1,9,10,3,2,10,9,9,10,10,Design,Web Developer
7.81,5,2,4,7,9,1,2,3,10,10,8,2,2,7,6,1,Coding,Software Engineer
6.44,1,4,5,1,2,3,1,10,2,6,1,3,10,1,7,8,Analytics,Network Engineer
6.85,9,3,2,5,5,9,6,8,5,2,2,10,1,1,7,6,Coding,Web Developer
9.29,5,10,8,1,5,2,3,6,7,10,8,4,2,10,10,6,Management,Data Analyst
8.42,5,7,1,5,9,4,3,2,9,5,9,3,6,5,3,2,Management,Software Engineer
8.35,4,8,5,4,2,7,2,7,2,1,3,3,8,2,7,8,Networking,Software Engineer
6.2,7,8,6,5,2,5,2,6,2,7,6,9,1,8,3,6,Research,Robotics Engineer
9.52,6,2,1,2,5,2,7,9,10,9,9,5,3,3,4,10,Networking,UI/UX Designer
8.75,4,4,2,8,3,3,1,6,7,2,2,8,10,2,4,6,Management,Software Engineer
7.58,10,7,8,10,3,7,7,6,1,2,1,4,5,5,2,2,Design,Web Developer
6.67,9,4,1,1,2,1,8,10,4,3,4,6,2,2,9,6,Coding,Network Engineer
8.4,4,7,2,4,5,5,8,7,2,8,10,10,8,10,4,3,Networking,Software Engineer
9.53,4,6,9,9,1,3,7,8,6,7,9,9,1,8,8,3,Coding,Cloud Engineer
7.63,4,7,3,8,6,7,2,8,6,5,3,8,3,8,5,3,Management,Cloud Engineer
7.62,5,10,1,3,7,3,2,9,8,3,5,2,8,9,7,5,Networking,Network Engineer
6.04,8,5,5,5,3,7,4,4,8,1,4,9,1,1,4,2,Management,Web Developer
8.99,2,5,3,6,4,2,2,7,2,3,3,9,1,8,9,9,Coding,Software Engineer
7.23,2,8,10,1,3,7,7,2,1,1,6,2,1,8,10,6,Systems,Data Scientist
9.06,7,4,1,1,10,6,7,3,9,4,10,7,9,3,4,1,Systems,Blockchain Developer
6.54,8,8,1,2,9,3,3,3,10,8,1,3,8,7,7,10,Analytics,Blockchain Developer
9.24,5,8,9,10,9,2,9,5,2,7,8,3,5,10,9,7,Coding,Data Scientist
8.99,5,8,7,9,8,5,2,10,2,6,4,9,3,3,7,3,Management,Data Analyst
8.32,5,5,5,8,9,1,2,10,9,5,8,10,3,10,4,1,Analytics,Cybersecurity Specialist
6.97,9,2,10,1,7,3,3,3,7,4,9,10,8,5,8,5,Analytics,Mobile App Developer
8.66,4,5,8,4,9,10,2,7,3,1,7,2,8,7,1,1,Research,Cybersecurity Specialist
7.2,3,9,10,9,1,3,6,4,3,7,5,8,2,7,8,9,Coding,Data Analyst
9.05,6,3,9,1,10,5,4,5,4,5,2,7,10,10,9,3,Analytics,Software Engineer
7.96,5,8,5,10,3,2,7,3,1,9,7,10,6,4,3,2,Systems,Project Manager
8.05,8,8,6,7,9,7,4,6,8,4,6,10,4,8,1,9,Management,Web Developer
9.92,7,9,6,9,6,6,6,8,2,9,3,9,7,8,7,2,Design,Cloud Engineer
6.39,3,9,5,6,5,5,10,4,6,1,8,6,6,10,8,1,Systems,Software Engineer
8.17,8,6,3,6,7,4,3,7,9,7,7,3,3,4,1,2,Management,Mobile App Developer
7.44,4,5,8,7,9,3,10,3,10,1,7,6,5,3,5,5,Systems,Software Engineer
7.7,8,4,3,9,8,2,6,2,2,10,9,6,8,3,6,7,Research,Mobile App Developer
9.53,2,9,1,9,3,9,3,10,1,6,8,4,9,7,10,8,Systems,Network Engineer
7.16,5,6,2,4,10,7,10,1,3,10,8,9,8,10,4,1,Systems,Software Engineer
7.94,10,2,6,4,1,2,5,2,2,6,9,5,5,2,2,6,Systems,Mobile App Developer
6.19,9,3,6,8,5,2,1,5,8,8,2,3,9,4,4,8,Management,Game Developer
9.59,2,3,5,7,3,5,6,10,6,10,9,10,7,1,7,8,Research,Cloud Engineer
8.88,5,10,3,9,10,5,4,1,5,2,1,7,2,2,8,6,Networking,Software Engineer
7.83,9,9,6,10,5,1,9,9,9,9,3,2,6,3,3,6,Design,AI/ML Engineer
7.96,9,1,5,6,1,3,10,1,10,2,4,3,4,7,2,3,Analytics,AI/ML Engineer
6.11,1,10,7,1,5,7,10,1,6,3,2,8,8,7,2,10,Systems,Data Analyst
7.45,8,10,5,10,3,5,2,6,5,1,1,8,9,6,4,1,Networking,Blockchain Developer
8.71,1,7,9,9,1,10,1,4,6,5,1,1,3,10,3,1,Networking,Database Administrator
9.25,1,9,9,3,7,9,10,4,10,7,10,5,5,8,2,9,Networking,Data Scientist
7.23,9,2,7,4,5,3,2,10,7,7,3,6,10,5,6,5,Networking,Blockchain Developer
6.5,10,1,6,4,2,3,7,6,3,8,8,5,8,9,2,5,Research,Mobile App Developer
9.37,7,8,6,7,8,6,8,5,8,1,6,3,10,7,5,6,Networking,Blockchain Developer
7.43,9,7,9,6,1,8,3,5,5,1,1,4,9,10,8,9,Analytics,Web Developer
7.03,9,6,7,9,10,7,3,10,10,3,2,8,3,10,5,5,Systems,Web Developer
8.36,2,4,2,10,5,6,2,1,6,10,5,10,2,2,5,3,Design,Project Manager
9.01,9,10,10,4,8,4,6,2,6,4,7,7,2,3,2,6,Networking,Mobile App Developer
7.76,1,8,6,6,8,1,3,7,8,10,7,5,9,7,3,9,Research,Software Engineer
6.56,1,4,8,5,3,3,5,10,2,6,1,9,4,7,1,5,Networking,Cloud Engineer
7.94,4,4,5,10,10,9,3,4,10,1,10,8,10,3,9,6,Systems,Software Engineer
8.76,2,8,9,5,4,8,2,2,10,4,5,5,8,7,10,8,Networking,Data Analyst
9.17,7,7,1,9,7,9,9,6,9,4,5,6,1,8,3,1,Research,IoT Engineer
6.91,1,3,2,10,6,1,7,3,2,4,1,7,1,3,7,9,Coding,Software Engineer
9.3,4,4,9,2,9,5,8,3,8,5,6,1,10,1,8,2,Research,IoT Engineer
7.73,10,5,7,4,5,7,8,10,5,7,5,8,4,7,5,4,Research,Web Developer
9.6,10,10,7,6,2,7,5,7,8,9,2,9,7,5,7,6,Systems,Web Developer
7.59,7,10,7,8,10,7,2,2,9,4,10,6,6,5,2,1,Research,Data Analyst
6.27,4,1,7,4,7,3,7,5,9,4,1,4,1,6,8,4,Networking,Software Engineer
9.5,8,9,8,9,9,2,3,7,8,7,4,8,2,10,5,3,Systems,Data Analyst
7.79,7,9,2,8,1,2,3,5,10,9,1,2,6,10,5,2,Management,Robotics Engineer
8.89,10,4,6,7,5,5,5,2,4,7,1,3,4,8,3,2,Design,Robotics Engineer
6.79,10,4,1,6,8,6,2,2,6,9,4,3,2,9,4,9,Management,Robotics Engineer
6.14,9,6,7,6,9,5,1,4,9,4,3,6,3,4,1,9,Networking,Game Developer
9.6,5,8,8,1,2,2,8,9,1,6,1,10,10,1,10,8,Research,Data Scientist
9.0,10,2,9,1,10,7,9,4,1,6,7,7,8,3,3,7,Management,Web Developer
7.93,6,9,8,3,1,3,5,1,2,1,7,8,4,3,1,1,Management,Data Analyst
9.22,5,4,8,9,5,1,5,2,3,7,8,6,5,5,7,5,Analytics,Software Engineer
6.75,4,2,10,8,2,2,10,10,3,8,2,1,4,10,1,10,Research,IoT Engineer
8.68,8,3,4,6,5,10,7,9,2,10,5,8,9,9,8,1,Coding,Web Developer
7.52,7,3,6,8,10,9,3,3,4,4,2,10,3,6,7,3,Analytics,Software Engineer
6.45,8,1,10,8,10,8,3,2,2,8,1,5,3,2,4,8,Coding,Web Developer
7.05,6,2,5,8,6,8,8,4,9,9,7,2,1,7,2,9,Systems,UI/UX Designer
7.05,5,6,10,3,9,8,10,7,6,8,6,1,10,3,10,4,Management,Cybersecurity Specialist
9.56,3,6,3,3,8,5,2,5,7,1,9,6,6,5,5,5,Systems,Software Engineer
6.4,3,10,5,6,2,9,8,3,5,2,9,5,8,10,4,3,Networking,Software Engineer
7.97,3,10,2,10,2,6,6,5,9,3,9,3,2,7,6,1,Management,Software Engineer
8.74,1,10,3,6,6,6,3,10,2,1,9,10,8,5,9,8,Analytics,Cloud Engineer
8.53,7,3,5,10,9,10,3,6,10,9,10,4,1,6,1,10,Research,UI/UX Designer
7.56,10,10,5,9,4,4,6,10,1,8,9,9,6,4,10,8,Analytics,Mobile App Developer
7.56,7,8,7,1,8,6,6,5,4,10,1,8,2,1,6,10,Networking,Data Analyst
9.17,1,8,10,8,3,1,1,10,10,8,2,9,9,5,1,9,Research,Data Analyst
8.28,4,7,10,10,4,1,7,4,8,8,6,6,7,7,2,9,Management,Project Manager
6.54,3,4,3,9,5,5,4,5,9,7,5,2,2,4,3,10,Research,UI/UX Designer
7.65,1,1,1,5,6,4,7,10,2,8,3,5,6,10,5,6,Networking,Software Engineer
7.65,3,8,9,8,5,4,3,5,9,2,6,4,6,8,10,5,Research,Data Analyst
8.84,6,3,7,5,4,1,2,5,10,10,9,7,10,3,4,9,Design,UI/UX Designer
6.88,2,8,2,1,7,1,6,4,3,3,6,9,1,9,1,1,Research,Software Engineer
6.47,6,2,5,8,7,1,4,5,7,8,2,7,9,6,7,4,Design,Software Engineer
7.14,6,8,7,5,10,9,1,2,9,2,7,10,1,1,3,8,Research,Data Analyst
9.53,8,6,6,2,5,5,5,6,1,3,2,6,5,2,8,9,Design,Software Engineer
7.45,5,10,1,1,7,3,5,1,2,8,5,6,10,7,3,3,Analytics,Software Engineer
8.82,3,3,2,3,7,10,10,9,4,10,5,9,10,6,10,9,Research,Cloud Engineer
7.18,1,8,6,6,9,4,1,9,7,10,5,10,8,7,7,8,Research,Cybersecurity Specialist
6.94,1,7,3,9,7,1,4,5,8,10,7,3,7,6,7,3,Research,Project Manager
9.49,1,3,5,8,9,3,3,6,9,4,2,4,2,1,9,3,Design,Software Engineer
9.2,3,2,6,5,9,3,8,3,5,4,5,9,2,1,1,9,Research,IoT Engineer
7.49,6,3,2,9,6,2,6,2,6,7,3,2,4,4,5,4,Design,Software Engineer
8.86,8,9,5,10,5,1,4,2,2,3,1,4,7,4,3,5,Design,Software Engineer
9.25,5,9,7,4,1,6,3,10,7,7,1,1,9,10,8,4,Systems,Data Analyst
6.13,3,8,4,9,10,1,1,7,7,8,8,5,3,7,4,6,Design,Cybersecurity Specialist
9.73,3,5,3,4,10,5,9,3,6,8,10,1,8,1,3,1,Coding,Software Engineer
7.63,9,10,2,2,3,8,10,9,6,5,10,1,6,7,9,10,Management,Web Developer
8.81,4,1,6,9,4,3,3,10,1,8,2,4,1,5,9,8,Systems,Network Engineer
7.77,2,10,7,2,3,9,5,1,1,2,1,5,2,3,4,4,Coding,Data Analyst
6.69,5,1,3,1,2,1,3,3,3,6,4,4,7,9,5,10,Analytics,Software Engineer
8.08,9,6,7,10,10,10,1,9,2,2,7,10,1,6,8,2,Management,Web Developer
7.13,8,5,8,9,5,4,7,9,7,1,2,10,8,3,9,6,Design,Cloud Engineer
9.56,1,6,4,6,9,3,5,6,10,10,5,5,9,5,2,3,Management,Software Engineer
6.49,3,4,3,2,3,10,1,8,4,4,10,2,3,7,8,10,Management,Software Engineer
9.38,9,4,5,10,10,4,6,9,5,5,3,4,10,5,10,2,Systems,Cybersecurity Specialist
9.75,8,8,10,6,2,8,10,7,8,5,4,1,2,5,2,5,Management,Web Developer
9.37,4,7,4,3,8,10,8,6,1,1,9,9,2,1,8,9,Coding,Software Engineer
7.24,9,8,4,6,6,5,5,9,5,6,2,4,6,2,5,10,Management,Software Engineer
9.9,3,7,4,9,7,7,8,9,3,3,6,10,3,8,6,6,Design,Cloud Engineer
7.27,6,6,8,5,7,9,7,6,6,1,7,1,3,7,6,3,Management,Database Administrator
9.55,8,6,4,5,1,4,9,10,7,1,2,5,3,3,5,10,Management,AI/ML Engineer
6.27,8,6,3,2,4,10,9,6,7,7,3,10,2,4,6,7,Systems,Web Developer
7.44,4,4,10,6,1,1,6,2,2,1,4,2,7,8,8,3,Networking,Software Engineer
6.12,6,4,2,4,3,4,8,2,5,9,6,5,4,3,3,9,Systems,Software Engineer
6.02,9,3,4,3,9,4,5,1,7,7,3,10,4,10,6,3,Systems,Embedded Systems Engineer
9.02,7,8,9,3,7,3,7,10,8,6,7,10,1,1,5,9,Analytics,Data Scientist
8.83,2,9,7,8,5,9,10,10,10,8,2,6,6,5,3,7,Analytics,Data Analyst
9.91,3,9,10,10,8,5,8,9,4,8,7,7,9,5,10,2,Networking,Data Scientist
8.17,6,8,5,10,2,1,5,9,6,8,5,1,4,8,10,7,Management,Network Engineer
7.33,8,10,6,1,6,7,10,7,4,10,5,10,9,10,10,1,Design,Web Developer
9.97,5,5,5,7,6,8,6,4,4,9,3,5,1,2,5,6,Analytics,Software Engineer
7.6,8,5,2,1,4,2,7,1,1,3,4,1,2,6,1,5,Analytics,Software Engineer
7.67,5,3,6,7,1,2,6,7,9,10,1,1,8,6,3,7,Research,Software Engineer
6.65,3,9,10,9,3,2,4,7,4,4,5,8,5,8,5,6,Research,Data Analyst
7.55,4,8,4,5,7,10,1,10,9,6,8,6,3,5,3,3,Management,Software Engineer
9.5,2,5,7,1,3,3,6,9,1,8,5,10,8,8,2,4,Networking,Cloud Engineer
8.83,7,3,8,3,1,8,9,2,10,6,6,9,6,7,3,4,Research,IoT Engineer
8.12,9,8,3,2,2,10,3,6,3,9,2,4,10,8,10,5,Analytics,Web Developer
8.72,9,6,2,8,8,8,6,2,8,3,4,6,6,1,1,1,Management,Web Developer
8.7,3,3,1,4,7,9,5,5,3,6,4,9,5,8,3,4,Coding,Software Engineer
7.21,3,9,9,9,6,8,4,10,8,8,7,5,10,9,1,3,Management,Data Analyst
8.84,4,5,4,7,5,8,5,6,9,8,2,6,3,10,3,3,Coding,Software Engineer
8.51,6,8,7,3,10,1,1,2,4,6,8,8,2,9,9,2,Design,Data Analyst
8.4,1,1,1,2,8,1,4,7,2,7,3,6,5,3,1,6,Systems,Software Engineer
7.88,8,10,5,5,10,5,3,7,9,3,9,10,8,10,7,8,Networking,Mobile App Developer
6.81,3,4,6,2,4,3,5,6,8,5,10,8,5,7,10,8,Systems,Software Engineer
9.67,10,6,3,10,6,10,8,1,9,2,6,4,10,6,9,7,Management,Web Developer
8.25,3,9,2,2,5,9,10,7,8,9,10,4,8,2,5,5,Networking,Software Engineer
9.61,9,4,7,9,8,2,10,6,7,5,3,4,6,9,10,8,Networking,AI/ML Engineer
7.71,5,10,4,9,5,5,5,6,7,2,8,1,6,8,4,4,Research,Software Engineer
9.78,4,10,3,6,3,1,6,8,6,6,9,10,2,2,9,5,Design,Cloud Engineer
8.22,7,3,5,4,5,2,2,10,5,9,1,5,8,8,4,1,Research,Blockchain Developer
9.18,1,4,8,4,5,3,4,9,10,3,8,3,10,2,9,10,Systems,Network Engineer
7.7,9,1,6,7,2,9,1,4,10,8,10,8,9,2,5,4,Systems,Web Developer
6.13,8,3,5,10,4,2,1,5,9,1,5,5,10,2,7,10,Analytics,Blockchain Developer
9.76,5,4,2,10,1,7,5,5,3,8,7,2,8,10,4,6,Management,Project Manager
9.91,6,2,2,9,7,8,10,10,9,10,5,10,8,3,5,1,Systems,Cloud Engineer
6.89,6,1,6,5,3,2,5,7,10,6,4,10,9,1,10,4,Coding,Software Engineer
9.2,2,2,5,5,8,8,8,9,3,3,8,4,9,5,1,9,Analytics,Software Engineer
7.98,3,5,10,6,10,2,7,4,9,6,9,5,4,7,9,7,Design,Software Engineer
6.22,9,6,9,6,4,7,10,7,2,8,2,1,9,2,1,10,Analytics,Web Developer
7.84,3,1,7,6,10,5,3,9,3,2,7,4,7,4,5,8,Coding,Cybersecurity Specialist
9.32,8,4,5,3,5,10,7,10,4,2,9,1,10,5,9,5,Networking,Web Developer
9.68,3,3,6,5,7,10,3,2,3,10,10,5,5,4,7,2,Coding,Software Engineer
8.32,4,1,2,5,5,7,2,6,9,2,6,10,10,10,10,9,Coding,UI/UX Designer
7.49,4,6,10,8,3,8,2,4,7,10,3,8,7,4,10,10,Management,Software Engineer
7.26,7,4,8,6,1,10,3,10,5,1,10,5,1,5,9,2,Management,Database Administrator
8.53,7,7,3,8,8,4,5,4,8,6,6,7,10,3,8,8,Networking,Blockchain Developer
9.34,9,6,7,10,6,1,10,2,8,3,7,6,10,7,3,5,Systems,Mobile App Developer
8.41,4,1,5,9,4,1,3,1,4,5,2,3,4,2,8,6,Systems,Software Engineer
8.09,8,9,5,10,6,7,6,5,2,3,2,3,7,2,3,1,Systems,Web Developer
8.21,5,4,9,3,8,10,9,3,9,4,7,2,9,7,5,6,Coding,Database Administrator
7.75,3,5,8,8,1,8,7,3,2,2,10,2,2,10,3,5,Systems,Software Engineer
7.9,9,4,7,5,3,9,9,4,1,5,9,7,8,2,5,5,Networking,Web Developer
8.17,1,1,4,2,4,9,4,6,6,3,10,1,6,1,4,3,Systems,Software Engineer
6.77,1,9,8,5,1,9,4,7,2,6,5,7,5,8,1,10,Coding,Data Analyst
8.91,2,10,6,4,3,4,10,2,7,9,6,1,7,9,7,8,Analytics,Software Engineer
6.43,1,7,2,8,6,1,3,8,8,5,4,7,2,10,6,4,Management,Cloud Engineer
7.37,4,5,4,2,6,5,4,6,4,2,2,10,6,2,9,5,Networking,Software Engineer
6.73,2,6,9,1,5,8,3,1,3,5,1,8,10,5,4,8,Research,Software Engineer
8.61,7,4,10,3,10,5,4,5,8,1,5,7,5,7,2,1,Research,Software Engineer
9.9,2,1,2,5,10,10,1,2,3,1,9,4,5,6,8,9,Management,Software Engineer
