CGPA,Programming Skill (1-10),Math Skill (1-10),Problem Solving (1-10),Communication Skill (1-10),Cybersecurity Knowledge (1-10),Database Knowledge (1-10),AI/ML Knowledge (1-10),Networking Skill (1-10),Creativity (1-10),Leadership (1-10),Mobile Dev Skill (1-10),Cloud Computing Skill (1-10),Blockchain Knowledge (1-10),Robotics Skill (1-10),System Design (1-10),Design Skill (1-10),Preferred Interest,Suggested Career
9.2,10,8,2,6,4,9,3,8,6,9,5,4,3,7,6,10,Research,Web Developer
7.08,4,6,1,2,9,4,8,7,3,4,7,10,9,2,9,1,Design,Cybersecurity Specialist
6.35,3,1,9,10,8,1,8,10,10,4,5,1,2,6,8,9,Networking,UI/UX Designer
6.84,2,10,1,9,4,6,10,2,10,9,1,3,8,7,10,3,Systems,Project Manager
8.77,10,6,10,5,6,2,7,6,7,2,6,7,8,4,8,6,Management,Blockchain Developer
6.76,4,4,1,9,8,9,1,10,4,10,2,7,1,10,8,10,Design,Project Manager
9.33,8,8,6,10,9,7,6,2,7,6,4,4,2,4,8,9,Research,Web Developer
9.47,4,3,8,3,9,8,8,2,5,5,3,9,7,7,1,5,Research,IoT Engineer
8.15,7,4,5,2,10,4,8,8,7,3,4,4,5,4,1,9,Networking,Cybersecurity Specialist
8.14,8,8,2,3,3,6,1,9,7,6,7,7,1,2,3,3,Management,Cloud Engineer
8.32,3,8,8,9,10,1,4,10,7,3,6,7,2,5,10,6,Design,Network Engineer
8.83,2,5,4,4,9,5,10,4,2,5,7,5,7,1,8,1,Research,IoT Engineer
7.87,2,8,2,8,8,7,6,10,2,1,2,1,5,1,8,8,Analytics,Network Engineer
6.64,7,8,6,8,4,10,3,8,10,8,4,1,5,7,8,3,Research,Software Engineer
9.93,8,6,1,10,2,10,7,10,3,7,8,4,5,7,9,1,Management,Network Engineer
7.16,10,5,8,2,8,9,5,2,7,5,7,10,3,6,2,8,Systems,Embedded Systems Engineer
9.34,7,5,1,6,10,9,6,1,8,9,2,9,8,1,1,10,Design,Blockchain Developer
9.54,9,4,10,10,9,9,9,1,5,5,4,5,10,6,8,5,Systems,Embedded Systems Engineer
8.41,6,5,10,2,1,4,4,5,9,4,1,3,9,9,3,7,Systems,Software Engineer
9.02,6,7,7,7,4,3,4,10,8,3,6,8,6,9,2,2,Systems,Cloud Engineer
8.33,3,5,7,9,8,10,7,2,1,3,1,6,4,3,1,4,Analytics,Database Administrator
6.34,3,10,1,8,4,6,6,1,9,5,7,9,4,4,8,7,Networking,You don’t have enough skills yet. Keep learning!
6.62,1,1,1,3,1,5,9,7,4,8,6,6,4,6,5,5,Research,IoT Engineer
9.08,6,8,3,1,5,8,8,4,7,8,7,8,9,4,7,3,Networking,Software Engineer
9.37,4,3,7,9,3,2,5,2,7,4,9,8,4,7,6,1,Management,You don’t have enough skills yet. Keep learning!
9.98,9,3,8,1,1,9,10,1,5,2,4,5,4,9,1,3,Research,IoT Engineer
8.06,1,2,1,5,3,5,8,2,1,9,7,3,4,10,1,8,Analytics,You don’t have enough skills yet. Keep learning!
8.3,6,2,7,2,2,6,8,6,2,8,9,4,2,2,9,1,Coding,Software Engineer
6.07,2,10,2,9,4,7,9,4,5,1,9,10,2,8,7,4,Networking,You don’t have enough skills yet. Keep learning!
6.33,4,3,2,5,10,6,6,10,6,8,7,5,6,10,2,1,Systems,Cybersecurity Specialist
9.72,3,3,6,5,4,9,3,3,10,5,7,1,6,4,7,3,Analytics,You don’t have enough skills yet. Keep learning!
7.88,4,7,5,1,1,6,7,8,8,3,3,4,5,1,4,7,Design,You don’t have enough skills yet. Keep learning!
9.51,9,2,6,4,9,9,9,7,10,4,4,6,8,3,2,1,Analytics,Blockchain Developer
8.26,5,10,3,4,6,7,2,1,9,1,1,10,4,5,8,2,Management,You don’t have enough skills yet. Keep learning!
9.31,5,4,2,6,5,6,2,8,9,4,5,2,10,3,10,2,Systems,You don’t have enough skills yet. Keep learning!
9.14,7,8,8,10,2,6,9,7,5,6,2,7,4,3,10,1,Management,Data Scientist
8.5,5,9,5,8,3,7,7,4,7,2,9,7,4,5,3,7,Management,You don’t have enough skills yet. Keep learning!
8.68,8,6,9,2,6,4,5,2,3,1,10,7,5,9,10,4,Systems,Embedded Systems Engineer
6.61,10,7,7,4,6,3,8,1,8,4,6,1,9,6,7,10,Systems,Embedded Systems Engineer
9.67,10,1,1,6,10,6,1,8,8,7,4,10,10,5,9,6,Management,Blockchain Developer
8.57,6,8,10,3,10,8,2,8,9,10,6,3,2,8,7,6,Research,Cybersecurity Specialist
8.13,5,10,3,2,2,1,1,5,6,5,6,4,4,1,4,10,Management,You don’t have enough skills yet. Keep learning!
7.65,1,4,10,7,10,3,5,9,10,10,9,3,9,2,9,8,Research,UI/UX Designer
7.4,2,10,10,5,1,8,8,9,5,4,2,9,2,1,3,7,Coding,Cloud Engineer
6.17,2,10,3,4,6,9,6,5,5,6,6,5,3,5,7,6,Design,You don’t have enough skills yet. Keep learning!
8.44,2,4,6,3,8,6,6,8,9,4,7,4,2,3,3,1,Research,You don’t have enough skills yet. Keep learning!
6.73,6,2,4,4,1,10,6,2,9,10,8,1,1,7,6,7,Systems,Software Engineer
8.46,9,2,10,7,1,8,5,3,9,5,2,7,10,2,9,8,Design,UI/UX Designer
7.46,9,8,6,2,5,8,7,5,9,3,2,7,9,8,4,5,Design,Robotics Engineer
6.19,3,8,3,3,4,4,6,4,10,2,9,5,6,4,9,7,Networking,You don’t have enough skills yet. Keep learning!
7.04,3,8,6,8,5,9,8,7,4,5,7,3,6,7,1,10,Research,IoT Engineer
8.69,5,1,10,2,7,4,6,5,9,10,8,4,8,9,8,1,Research,You don’t have enough skills yet. Keep learning!
8.43,4,10,4,7,8,8,9,3,10,3,6,3,2,6,5,3,Design,You don’t have enough skills yet. Keep learning!
9.74,9,8,10,1,4,5,8,8,5,8,9,9,1,4,8,2,Management,Cloud Engineer
6.12,9,1,2,3,6,6,9,8,5,1,3,6,8,6,8,8,Design,Blockchain Developer
8.42,8,9,10,10,8,2,5,5,8,9,8,9,6,7,8,1,Management,Project Manager
9.88,7,2,9,3,10,7,4,7,8,1,8,6,3,1,9,5,Analytics,Cybersecurity Specialist
9.44,8,5,5,2,8,5,9,1,6,4,1,3,5,1,4,8,Research,IoT Engineer
7.84,6,3,4,1,1,5,7,10,5,10,8,6,9,4,7,5,Networking,Network Engineer
9.45,6,2,7,4,9,3,5,4,1,7,6,4,2,2,5,7,Coding,Software Engineer
8.55,10,6,7,7,1,6,9,4,5,5,4,9,1,9,3,10,Research,IoT Engineer
6.31,10,6,10,7,9,6,7,7,8,3,6,8,5,2,6,1,Analytics,Game Developer
9.1,5,4,10,6,9,1,6,3,8,3,5,2,1,8,8,6,Networking,You don’t have enough skills yet. Keep learning!
8.24,5,5,2,5,4,9,1,5,1,1,5,10,4,9,5,7,Management,You don’t have enough skills yet. Keep learning!
6.78,1,10,3,10,4,4,9,10,10,6,4,5,2,1,6,5,Management,You don’t have enough skills yet. Keep learning!
9.8,3,9,6,10,10,8,5,7,7,3,10,10,6,10,3,6,Research,Cybersecurity Specialist
6.29,5,2,7,1,10,5,7,6,8,10,4,8,7,3,3,3,Systems,You don’t have enough skills yet. Keep learning!
8.68,1,10,2,4,10,8,7,8,6,2,6,4,9,7,7,5,Analytics,Cybersecurity Specialist
8.67,3,8,2,9,2,10,1,6,3,2,3,9,9,3,3,5,Management,You don’t have enough skills yet. Keep learning!
8.3,5,4,10,3,2,3,8,1,5,4,9,5,3,8,7,6,Analytics,You don’t have enough skills yet. Keep learning!
9.11,1,3,2,9,7,1,4,3,10,1,7,5,6,8,7,2,Analytics,You don’t have enough skills yet. Keep learning!
7.26,8,6,10,5,3,7,10,4,10,5,9,8,10,5,7,1,Coding,Blockchain Developer
9.18,8,6,10,3,10,5,5,8,9,10,4,7,7,8,4,1,Management,Robotics Engineer
6.43,7,10,6,10,6,4,8,6,5,3,8,8,10,9,2,7,Design,Robotics Engineer
6.42,7,10,9,10,4,3,10,2,5,2,5,7,7,7,4,8,Analytics,Data Scientist
7.16,10,2,1,1,5,5,6,7,2,3,1,6,1,7,8,8,Design,Software Engineer
9.43,5,8,4,8,3,6,4,9,5,4,3,4,3,3,1,5,Management,You don’t have enough skills yet. Keep learning!
8.22,1,6,4,3,3,7,8,4,7,10,3,9,2,1,2,5,Design,You don’t have enough skills yet. Keep learning!
6.28,9,7,5,10,7,3,8,9,9,5,4,8,6,2,10,7,Management,Network Engineer
9.54,2,8,5,9,1,3,7,1,3,1,9,5,6,6,6,9,Analytics,You don’t have enough skills yet. Keep learning!
6.11,7,10,10,3,4,9,7,9,2,1,6,5,8,2,3,5,Networking,Blockchain Developer
6.99,5,9,4,10,5,1,4,9,1,2,6,6,6,5,8,4,Research,Network Engineer
6.35,7,9,2,5,4,8,2,2,4,5,3,7,4,1,10,6,Research,Software Engineer
6.87,1,8,10,9,8,2,10,9,3,9,9,6,4,1,8,6,Systems,Project Manager
7.96,2,7,4,2,7,1,4,7,4,4,8,10,5,6,2,3,Coding,You don’t have enough skills yet. Keep learning!
8.46,2,8,7,4,7,8,2,10,3,10,10,4,5,4,2,5,Research,Data Analyst
9.08,3,5,4,5,2,6,1,6,10,4,4,5,8,5,7,9,Systems,UI/UX Designer
6.39,6,3,9,3,7,5,5,7,7,8,3,10,2,7,10,10,Networking,Software Engineer
7.3,2,5,1,9,4,2,1,2,3,2,6,6,1,4,7,2,Research,You don’t have enough skills yet. Keep learning!
6.27,2,1,10,4,2,4,7,8,10,5,5,8,9,2,3,6,Design,Cloud Engineer
9.89,7,7,2,2,2,9,7,3,10,9,5,3,8,6,2,4,Design,Blockchain Developer
7.59,5,5,10,6,2,7,1,2,4,7,8,6,6,7,2,2,Research,You don’t have enough skills yet. Keep learning!
6.58,9,4,8,8,2,1,1,1,1,4,4,3,5,4,10,1,Research,Software Engineer
9.03,10,10,7,6,5,7,5,6,1,9,4,1,1,1,1,4,Analytics,Data Analyst
9.52,4,9,6,3,8,1,4,8,10,1,7,1,9,3,4,4,Analytics,You don’t have enough skills yet. Keep learning!
6.09,4,7,8,7,8,9,2,5,2,4,10,1,10,6,5,6,Coding,Database Administrator
8.84,7,7,2,2,4,4,10,5,6,2,5,2,1,1,5,4,Systems,Embedded Systems Engineer
6.37,2,4,7,5,9,2,9,10,10,7,10,9,8,1,6,10,Systems,UI/UX Designer
7.55,6,7,2,10,3,8,5,2,10,9,7,3,5,7,3,1,Systems,Project Manager
8.36,7,1,1,10,1,8,2,5,1,7,5,2,1,8,6,2,Networking,Robotics Engineer
8.5,8,9,3,9,4,6,7,3,4,6,10,10,2,1,3,9,Design,Mobile App Developer
8.19,7,3,4,7,4,5,5,8,6,1,3,9,2,6,9,8,Design,Cloud Engineer
6.69,7,5,1,5,9,4,4,6,9,6,7,3,4,10,2,2,Coding,Robotics Engineer
6.14,3,2,9,5,5,8,2,7,5,9,5,3,10,10,8,4,Design,You don’t have enough skills yet. Keep learning!
8.57,6,5,10,4,6,4,3,6,6,10,4,9,7,4,7,8,Management,Software Engineer
6.84,2,10,4,3,7,4,1,6,2,8,4,6,3,1,8,6,Networking,You don’t have enough skills yet. Keep learning!
6.22,3,9,1,8,2,5,10,4,6,10,8,10,3,5,6,6,Research,IoT Engineer
7.99,7,8,2,3,6,7,4,10,7,8,3,1,8,8,4,2,Networking,Robotics Engineer
7.27,6,7,3,9,2,8,3,10,3,1,9,8,8,6,9,5,Coding,Network Engineer
9.64,9,6,8,6,5,5,4,2,2,1,4,2,10,2,2,5,Analytics,Blockchain Developer
8.42,8,6,9,6,9,1,4,2,3,1,8,3,5,6,5,3,Coding,Mobile App Developer
8.78,9,8,1,2,7,2,9,5,1,5,9,2,5,6,7,1,Networking,AI/ML Engineer
7.04,10,1,10,10,2,9,10,1,7,5,5,8,9,3,10,6,Research,IoT Engineer
7.96,6,10,5,5,5,5,7,9,9,9,7,5,8,1,5,5,Research,Software Engineer
7.27,3,8,10,10,1,9,7,9,4,1,5,2,10,3,3,4,Management,Database Administrator
7.08,8,1,4,9,2,2,2,5,3,4,4,5,5,8,8,4,Management,Robotics Engineer
6.03,6,5,8,7,6,2,4,8,7,7,7,6,8,9,8,9,Research,Software Engineer
6.77,6,5,4,10,7,8,1,8,6,9,5,3,10,7,1,9,Design,Project Manager
9.52,2,2,6,4,4,7,10,5,8,5,9,6,6,1,8,4,Analytics,You don’t have enough skills yet. Keep learning!
7.71,5,8,4,5,7,9,7,3,9,8,1,9,8,6,7,4,Management,You don’t have enough skills yet. Keep learning!
7.32,8,8,8,5,10,7,4,10,10,2,10,2,4,1,9,1,Systems,Embedded Systems Engineer
7.37,1,6,2,7,6,10,5,10,3,6,5,4,7,7,7,8,Research,Network Engineer
9.17,1,1,1,7,9,10,2,3,3,4,7,8,1,7,3,3,Systems,You don’t have enough skills yet. Keep learning!
6.24,2,3,10,3,8,5,4,9,4,4,3,8,1,1,1,4,Management,Cloud Engineer
7.42,6,7,7,8,2,7,1,2,2,4,10,9,9,5,1,4,Design,Software Engineer
6.96,2,4,4,5,6,7,4,10,2,9,8,8,3,9,1,4,Coding,Cloud Engineer
8.68,6,10,3,3,3,2,6,1,7,6,1,4,4,1,6,9,Management,Software Engineer
8.77,9,4,10,2,1,2,9,9,10,9,9,3,9,9,8,10,Analytics,UI/UX Designer
8.41,6,9,9,3,2,10,1,10,8,6,4,6,2,7,6,1,Coding,Database Administrator
6.65,7,10,3,6,9,7,2,2,5,7,4,6,7,1,5,3,Management,Software Engineer
8.26,4,2,6,9,10,1,9,8,7,3,7,7,3,6,9,5,Networking,Cloud Engineer
10.0,6,2,8,8,6,4,3,8,10,3,8,6,2,6,10,2,Research,Software Engineer
8.65,2,7,10,10,7,3,8,8,10,4,1,9,2,7,5,4,Systems,Cloud Engineer
8.48,6,2,6,5,2,2,4,1,10,4,5,5,9,1,4,8,Networking,UI/UX Designer
7.36,9,4,9,8,3,6,4,9,9,10,6,2,2,1,2,7,Networking,Game Developer
8.3,7,7,4,1,3,8,5,3,3,3,8,6,2,9,9,2,Research,Robotics Engineer
9.03,4,6,8,9,3,3,5,3,4,3,6,2,9,5,9,6,Analytics,You don’t have enough skills yet. Keep learning!
7.94,8,3,1,1,1,8,4,2,10,1,4,2,4,2,6,7,Coding,Web Developer
8.74,4,8,1,4,2,3,1,1,9,8,3,8,5,4,10,5,Analytics,You don’t have enough skills yet. Keep learning!
6.1,9,7,9,2,8,10,6,9,2,5,1,8,8,10,5,8,Research,Robotics Engineer
6.58,6,2,2,5,4,3,8,8,10,7,3,4,2,3,10,7,Networking,Software Engineer
8.89,5,2,8,5,10,9,2,7,3,3,9,4,2,3,3,8,Systems,Database Administrator
9.45,7,1,8,3,6,3,9,7,2,5,1,6,3,6,4,9,Networking,Software Engineer
6.57,1,3,3,10,8,7,6,4,2,5,4,5,3,7,2,2,Networking,You don’t have enough skills yet. Keep learning!
9.45,10,9,8,2,6,9,10,3,8,4,1,4,4,1,1,1,Design,Game Developer
8.15,9,9,2,7,1,4,2,8,3,10,8,6,6,2,10,8,Networking,Mobile App Developer
8.7,3,10,10,2,8,3,5,3,9,7,10,4,10,2,10,5,Networking,Data Analyst
9.23,9,2,4,5,8,6,3,1,3,7,6,10,4,5,5,3,Research,Software Engineer
6.85,6,1,1,3,9,1,5,7,5,6,10,10,8,1,5,10,Coding,Cybersecurity Specialist
9.73,1,4,4,2,7,4,8,7,3,3,10,3,8,5,7,7,Management,You don’t have enough skills yet. Keep learning!
8.3,5,2,7,10,10,3,6,8,1,9,9,4,4,10,6,8,Research,Project Manager
7.99,6,6,6,6,10,9,1,6,5,4,10,8,2,5,4,10,Analytics,Software Engineer
8.99,6,5,9,10,1,7,8,8,6,2,7,7,7,8,9,6,Networking,Cloud Engineer
7.51,6,10,9,3,2,2,10,9,4,4,4,9,9,5,5,5,Analytics,Cloud Engineer
9.54,5,1,10,8,7,7,8,6,8,3,8,10,2,4,7,1,Networking,You don’t have enough skills yet. Keep learning!
7.95,8,3,3,10,6,6,10,7,6,5,10,9,9,5,5,9,Analytics,Blockchain Developer
6.29,9,5,4,6,1,6,2,2,1,4,7,7,10,9,7,9,Research,Robotics Engineer
7.84,3,5,4,2,5,10,8,4,1,1,1,2,5,5,3,1,Systems,You don’t have enough skills yet. Keep learning!
6.82,3,8,3,7,9,2,6,10,1,9,8,10,10,4,5,7,Systems,Cloud Engineer
9.05,9,2,5,2,2,3,9,1,4,6,6,4,2,7,10,7,Research,IoT Engineer
7.03,5,9,5,5,9,9,8,10,2,9,3,8,6,9,6,5,Coding,Cloud Engineer
7.07,10,1,2,9,6,4,7,9,9,8,3,8,7,1,8,6,Coding,Project Manager
7.72,8,2,5,7,3,5,2,3,3,3,7,9,4,2,7,3,Design,Mobile App Developer
6.76,6,6,1,10,5,1,5,9,10,10,8,3,1,10,8,10,Systems,Project Manager
6.48,1,4,10,7,5,9,10,3,3,6,10,9,2,2,8,1,Coding,Database Administrator
9.44,1,3,6,8,9,8,10,9,10,1,6,3,6,10,2,3,Systems,Cybersecurity Specialist
9.49,8,3,4,2,2,9,7,10,1,10,4,1,10,6,4,10,Systems,Embedded Systems Engineer
7.54,3,4,10,10,6,3,6,9,5,10,8,10,1,3,4,5,Design,Project Manager
9.43,9,7,5,2,7,1,6,2,1,3,5,5,4,6,1,6,Networking,Software Engineer
9.52,6,3,1,6,7,9,6,9,2,6,5,8,1,6,4,6,Research,Cloud Engineer
7.8,2,9,6,5,2,8,1,2,10,7,2,5,1,7,6,3,Design,You don’t have enough skills yet. Keep learning!
9.61,8,9,5,3,2,3,2,10,2,2,3,9,4,3,9,7,Research,Network Engineer
8.97,2,7,10,7,8,8,8,4,2,2,4,6,5,8,5,4,Analytics,You don’t have enough skills yet. Keep learning!
6.64,8,5,8,3,4,2,5,3,1,6,9,1,8,7,5,8,Research,Blockchain Developer
6.72,1,6,6,3,7,2,6,2,7,2,2,10,9,5,10,3,Coding,You don’t have enough skills yet. Keep learning!
6.46,4,8,2,8,9,8,1,10,4,3,5,10,2,6,8,4,Management,Network Engineer
9.49,3,9,4,6,4,9,1,5,2,6,9,7,3,9,7,7,Design,You don’t have enough skills yet. Keep learning!
9.4,6,2,2,4,6,1,7,2,5,6,6,4,7,9,2,9,Design,Software Engineer
9.11,5,7,1,7,1,9,5,6,7,5,5,5,10,9,5,7,Systems,You don’t have enough skills yet. Keep learning!
8.49,9,3,8,5,8,10,7,9,6,3,5,7,6,1,9,6,Research,Network Engineer
9.32,8,4,10,8,3,7,7,8,1,7,7,10,8,3,3,8,Networking,Blockchain Developer
8.24,1,8,4,4,7,8,1,3,5,2,7,8,10,7,6,9,Coding,You don’t have enough skills yet. Keep learning!
7.05,10,10,1,1,6,6,9,8,7,2,7,4,2,1,6,3,Management,AI/ML Engineer
8.5,8,1,5,8,9,2,6,9,5,6,6,6,3,8,1,7,Analytics,Robotics Engineer
9.1,10,9,8,3,3,7,2,6,1,6,5,4,7,7,7,1,Management,Data Analyst
8.41,5,8,10,10,4,1,2,10,5,1,5,8,8,6,10,8,Systems,Network Engineer
7.31,10,6,7,9,8,3,3,10,5,1,4,4,7,3,5,8,Design,Software Engineer
9.85,4,4,5,4,9,8,2,2,5,8,2,10,10,7,1,1,Systems,You don’t have enough skills yet. Keep learning!
9.07,4,2,5,7,3,6,3,7,1,2,1,5,10,8,3,5,Management,You don’t have enough skills yet. Keep learning!
8.68,9,7,2,4,10,3,5,3,8,8,1,2,5,2,1,10,Networking,Game Developer
6.06,7,3,10,8,9,3,3,9,10,9,7,8,5,9,10,9,Systems,Embedded Systems Engineer
8.57,8,6,6,1,1,6,10,5,2,8,9,6,7,6,4,6,Design,AI/ML Engineer
9.89,10,10,4,9,7,9,5,4,6,6,7,8,7,7,1,7,Research,Mobile App Developer
9.24,7,2,4,1,6,4,7,10,9,10,9,6,2,4,4,5,Coding,Software Engineer
9.72,7,5,3,2,6,2,10,8,4,4,3,3,4,10,4,8,Networking,Robotics Engineer
9.8,6,10,1,1,2,7,8,5,6,4,1,6,5,3,6,4,Design,Software Engineer
9.46,1,6,7,2,5,10,7,7,8,5,4,10,7,6,3,4,Systems,Database Administrator
8.56,1,6,7,6,1,8,7,3,9,9,6,4,8,10,6,10,Design,UI/UX Designer
9.32,7,2,10,2,1,6,2,4,6,1,3,9,7,6,6,9,Networking,Software Engineer
8.78,3,4,8,7,7,6,2,7,1,4,6,2,8,6,10,8,Management,You don’t have enough skills yet. Keep learning!
8.45,8,1,7,6,1,6,10,2,5,7,4,2,4,2,6,8,Management,AI/ML Engineer
8.88,7,8,5,3,8,2,7,5,8,2,9,7,3,2,3,2,Management,Software Engineer
7.14,4,5,8,6,6,2,6,9,10,9,9,9,10,3,6,7,Research,Cloud Engineer
9.54,7,5,3,10,9,8,1,1,7,5,8,2,7,4,7,9,Networking,Software Engineer
9.64,2,4,7,9,2,6,9,2,6,8,6,2,10,9,5,1,Networking,Project Manager
7.48,8,2,6,10,7,10,2,2,2,2,1,5,3,8,7,10,Analytics,Robotics Engineer
7.51,1,7,9,8,3,6,8,1,7,6,7,3,6,5,6,5,Systems,You don’t have enough skills yet. Keep learning!
9.29,9,5,2,10,7,9,4,5,1,2,2,5,4,9,7,1,Networking,Robotics Engineer
8.56,8,6,5,6,7,1,3,4,8,1,9,8,9,3,3,8,Systems,Embedded Systems Engineer
9.07,8,2,7,8,6,4,6,2,6,3,1,10,2,1,3,9,Management,Software Engineer
8.74,8,10,4,1,9,1,9,5,7,7,7,4,4,3,9,4,Analytics,AI/ML Engineer
8.26,8,5,1,10,8,9,1,6,8,10,4,2,6,5,10,8,Management,Project Manager
7.82,2,5,4,9,5,9,9,8,6,8,1,9,7,7,10,6,Analytics,Project Manager
9.6,2,2,3,3,6,2,4,1,5,9,7,10,6,4,5,4,Systems,You don’t have enough skills yet. Keep learning!
9.48,8,9,7,8,5,7,2,8,3,9,7,8,10,8,1,10,Design,Robotics Engineer
9.81,9,6,9,7,2,6,6,1,9,2,6,4,3,7,7,6,Analytics,Game Developer
9.76,6,10,5,1,9,4,9,6,7,1,10,9,9,9,2,2,Research,IoT Engineer
9.47,7,10,8,9,6,7,1,2,8,7,10,4,2,3,10,5,Systems,Embedded Systems Engineer
8.09,2,1,6,1,3,7,4,6,2,2,2,5,8,6,10,10,Research,You don’t have enough skills yet. Keep learning!
8.87,2,2,3,9,1,3,1,1,2,3,8,7,10,2,4,2,Coding,You don’t have enough skills yet. Keep learning!
9.31,9,4,2,8,5,5,9,7,6,8,7,9,7,4,3,9,Research,IoT Engineer
8.48,9,9,7,7,8,6,5,1,7,4,6,3,9,1,8,8,Management,Blockchain Developer
6.86,7,10,3,5,4,1,5,3,1,8,4,8,6,3,7,8,Coding,Software Engineer
8.66,2,4,8,10,5,7,5,5,1,1,10,4,5,3,10,3,Management,You don’t have enough skills yet. Keep learning!
9.79,1,1,2,2,2,8,1,2,3,4,6,9,6,6,8,8,Analytics,You don’t have enough skills yet. Keep learning!
8.81,1,9,6,10,3,5,1,1,1,1,1,3,4,7,4,6,Management,You don’t have enough skills yet. Keep learning!
7.11,8,1,6,2,10,1,9,7,10,4,5,1,9,10,7,6,Coding,Robotics Engineer
7.32,3,9,10,7,5,5,10,9,3,4,4,9,4,6,4,10,Management,Cloud Engineer
6.42,5,2,4,6,3,2,7,2,2,1,3,8,3,1,2,6,Research,You don’t have enough skills yet. Keep learning!
6.6,10,8,10,5,8,9,9,6,7,9,3,4,3,6,7,4,Analytics,Database Administrator
7.18,5,8,10,6,2,6,2,5,9,3,2,6,9,9,2,7,Management,Data Analyst
8.28,4,5,10,6,8,2,7,10,7,1,6,9,9,9,6,2,Analytics,Cloud Engineer
8.72,6,2,9,10,3,4,3,10,9,4,10,5,5,2,9,6,Management,Network Engineer
8.52,7,5,1,2,7,10,10,3,6,5,2,1,10,3,5,1,Systems,Embedded Systems Engineer
7.39,8,2,3,3,1,9,7,9,10,3,10,8,7,5,7,6,Networking,Network Engineer
6.08,10,5,6,9,3,6,8,2,1,7,5,9,8,9,5,4,Research,IoT Engineer
7.35,7,8,5,1,7,7,8,8,5,7,10,10,3,4,8,3,Systems,Embedded Systems Engineer
6.89,10,5,9,6,2,2,3,6,7,10,1,4,5,6,5,1,Systems,Embedded Systems Engineer
8.94,7,7,6,1,3,7,7,4,1,9,3,1,5,5,1,8,Systems,Embedded Systems Engineer
7.7,5,2,9,9,9,1,5,7,9,8,7,5,5,10,6,6,Research,Project Manager
7.22,7,8,8,10,5,6,5,9,7,4,2,8,5,2,4,9,Coding,Cloud Engineer
6.37,10,6,8,4,6,8,1,6,3,8,5,7,3,6,4,10,Design,Web Developer
6.79,10,8,8,7,5,1,7,3,9,7,5,7,7,9,2,2,Systems,Embedded Systems Engineer
7.08,4,3,2,8,8,8,10,7,9,7,3,7,10,5,3,4,Management,You don’t have enough skills yet. Keep learning!
7.65,10,1,2,2,7,4,2,9,2,4,5,9,8,7,1,9,Design,Blockchain Developer
9.77,6,1,2,9,10,9,1,7,1,7,3,2,2,8,3,7,Coding,Cybersecurity Specialist
8.86,5,7,10,4,1,8,10,9,1,5,4,10,2,1,7,8,Networking,Network Engineer
9.63,6,9,8,10,4,1,6,5,5,10,2,6,2,8,5,9,Research,Project Manager
8.63,4,8,1,3,8,1,10,9,10,10,10,8,7,6,6,4,Research,IoT Engineer
8.43,4,3,6,7,1,7,6,2,10,10,7,4,4,8,9,1,Research,You don’t have enough skills yet. Keep learning!
8.79,5,2,3,3,9,4,9,10,6,5,7,2,10,5,7,9,Analytics,Network Engineer
9.9,8,9,1,6,6,9,3,7,7,6,7,10,2,9,7,9,Networking,Robotics Engineer
7.87,3,8,4,8,3,3,9,10,9,2,3,6,6,6,3,10,Research,IoT Engineer
8.56,1,10,2,4,10,6,3,5,3,8,5,10,10,9,8,5,Management,You don’t have enough skills yet. Keep learning!
9.98,9,1,10,5,8,4,7,4,8,7,7,9,9,7,6,4,Coding,Blockchain Developer
9.05,5,7,7,5,2,5,4,6,7,2,4,4,2,6,7,3,Analytics,You don’t have enough skills yet. Keep learning!
9.27,7,6,4,6,3,4,6,6,6,1,6,7,6,6,4,4,Systems,Embedded Systems Engineer
6.95,1,10,9,1,2,1,8,5,10,2,6,4,2,1,1,2,Design,Data Scientist
8.31,5,9,4,8,7,9,5,1,1,2,1,10,2,2,2,10,Design,You don’t have enough skills yet. Keep learning!
9.26,8,5,3,7,10,9,4,3,4,6,2,3,8,10,9,4,Design,Robotics Engineer
6.96,9,9,10,6,4,1,6,2,4,6,7,7,6,7,7,6,Systems,Embedded Systems Engineer
7.12,2,8,7,6,7,2,9,1,5,8,3,5,8,4,2,8,Coding,Data Analyst
6.4,10,9,2,8,9,3,7,2,7,4,1,4,8,7,9,6,Systems,Embedded Systems Engineer
7.32,4,10,8,1,7,5,8,6,6,7,2,4,9,7,7,6,Networking,Data Scientist
9.62,9,10,5,2,4,2,8,1,10,7,4,9,4,4,7,4,Networking,Game Developer
7.31,4,8,6,3,8,10,2,8,8,10,4,4,10,3,10,1,Networking,You don’t have enough skills yet. Keep learning!
8.06,1,9,10,10,7,6,4,1,9,1,5,2,6,8,3,2,Research,Data Analyst
6.06,4,10,10,2,6,7,5,5,5,10,8,6,4,7,10,3,Design,Data Analyst
9.5,1,9,2,3,4,4,1,10,2,4,8,1,4,9,8,5,Coding,Network Engineer
7.08,3,7,1,7,2,5,9,9,5,3,9,5,1,4,5,4,Systems,You don’t have enough skills yet. Keep learning!
7.62,3,3,1,2,10,3,6,4,5,8,8,7,8,1,8,9,Systems,You don’t have enough skills yet. Keep learning!
6.17,4,8,8,2,8,5,5,6,4,6,7,6,9,5,8,2,Coding,Data Analyst
8.81,10,9,7,4,7,3,7,10,4,5,10,5,2,4,5,6,Design,Data Analyst
